SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,Cardano,ADA,2017-10-02 23:59:59,0.030087700113654137,0.01996929943561554,0.02460700087249279,0.02593179978430271,57641300.0,628899051.78
92,Cardano,ADA,2018-01-01 23:59:59,0.7300509810447693,0.6719409823417664,0.7188469767570496,0.7286570072174072,150186000.0,18891941437.0
457,Cardano,ADA,2019-01-01 23:59:59,0.0425467913457,0.040307701629,0.0409842350637,0.0425467913457,14962901.8286073,1103113660.38553
822,Cardano,ADA,2020-01-01 23:59:59,0.0338127633332,0.0327043029874,0.032832280726,0.0334578684826,22948374.264901,867464516.199497
1188,Cardano,ADA,2021-01-01 23:59:59,0.18424554,0.17202174,0.18138222,0.17534993,1122218004.358043,5455571952.5957365
